profile_id,name,belief_score,u_pos_x,u_pos_y,estimated_range_m,estimated_bearing_rad,estimated_convoy_heading_rad,estimated_convoy_speed_mps,estimated_contact_count,estimated_formation_width_m,estimated_formation_depth_m,estimated_contact_density_per_km2,estimated_aspect_rad,projected_target_span_m,bearing_alignment_error_rad,range_score,bearing_alignment_score,aspect_score,formation_span_score,contact_density_score,spread_score,contact_score,inside_score,uncertainty_score,spawn_region,approach_side,inside_convoy_envelope,spread_rad,launch_delay_s,salvo_interval_s,u_boat_initial_speed_mps,candidate_source_label,selector_method,belief_rank
VAE000281,vae_candidate_000281,1.044843359505733,15.973388671875,2474.280517578125,2613.901763849951,-1.5795265716877727,0.012539116570574075,5.083982841516821,42,8369.399542977913,2416.3269306298457,2.076822093387672,-1.5495269653314463,2593.778758064152,0.23325967084687438,0.9913881535875965,0.9864590459075012,0.9997738156585423,0.9976072146400585,0.259602761673459,0.991349386679414,1.0,1.0,0.07345606263166725,inside_convoy_envelope,inside,True,0.07913228869438171,0.7572708129882812,2.9591245651245117,1.5363452434539795,vae_candidate_pool_v1,belief_limited_heuristic_v1,1
VAE000766,vae_candidate_000766,1.0443740736790568,-143.002197265625,-2080.208984375,2117.297682388918,1.5362551436083955,0.02819699414861679,5.1279389147100245,42,8247.070362675986,2366.042894956414,2.152419790968613,1.6335345041300153,2878.454760811644,0.12926611778091954,0.9850056872523337,0.9958283814396348,0.9980326059975223,1.0,0.2690524738710766,0.9847210819774889,1.0,1.0,0.07743987298239559,inside_convoy_envelope,inside,True,0.09809483587741852,0.8582721948623657,2.0946741104125977,1.1107302904129028,vae_candidate_pool_v1,belief_limited_heuristic_v1,2
VAE000270,vae_candidate_000270,1.043602010091002,-244.95556640625,2109.7021484375,2091.093427578146,-1.4636582823317563,-0.013843010541034134,4.8748821050367575,42,8258.818176841201,2413.273270335112,2.1072927976680615,-1.691777381799071,3392.358929803594,0.13525608431686464,0.9821232931306738,0.9954334161229135,0.9926907138389941,1.0,0.2634115997085077,0.9995166684559382,1.0,1.0,0.07702480985164356,inside_convoy_envelope,inside,True,0.08918523043394089,0.7178706526756287,2.968291759490967,1.107508897781372,vae_candidate_pool_v1,belief_limited_heuristic_v1,3
VAE001091,vae_candidate_001091,1.043104235769999,261.50244140625,2069.8974609375,2143.2247396011285,-1.7122480971159282,0.006819805507204779,5.144806557647916,42,8197.192615554975,2385.095877433611,2.1482177886602325,-1.42252475096666,3569.888552306728,0.1944304703615569,0.98761354541724,0.9905789331099688,0.989027893336018,1.0,0.26852722358252906,0.994881060399858,1.0,1.0,0.07696404679320709,inside_convoy_envelope,inside,True,0.09351810812950134,0.8803181052207947,2.317575693130493,1.786739706993103,vae_candidate_pool_v1,belief_limited_heuristic_v1,4
VAE000317,vae_candidate_000317,1.0406272539863437,-0.08697509765625,-2315.433349609375,2266.9122066355144,1.5816343526830956,-0.011311933950800006,5.481032687315228,42,8210.65157027908,2572.557385406978,1.988413012120276,1.5486463669558976,2753.7770679549694,0.271000501780041,0.9966573268607951,0.9817517743820412,0.9997546996689302,1.0,0.2485516265150345,0.9485628840759255,1.0,1.0,0.07361798223023679,inside_convoy_envelope,inside,True,0.0672127902507782,1.0784037113189697,1.524864673614502,1.1356093883514404,vae_candidate_pool_v1,belief_limited_heuristic_v1,5
VAE000784,vae_candidate_000784,1.0400524346347386,-53.651702880859375,1966.689453125,2037.933993366889,-1.5324759549326323,-0.031373350882691955,4.911634533974193,42,8116.804550898665,2433.057348993537,2.126727546042724,-1.6404900495398527,2992.383289603833,0.20841848632371707,0.9755234723839061,0.9891796868255792,0.9975723753682242,1.0,0.2658409432553405,0.9888896140808615,1.0,1.0,0.07730008287550588,inside_convoy_envelope,inside,True,0.07804236561059952,1.074684977531433,1.5057179927825928,1.6738866567611694,vae_candidate_pool_v1,belief_limited_heuristic_v1,6
VAE000974,vae_candidate_000974,1.0380737709682186,-349.06597900390625,-2042.09326171875,2174.751864276271,1.4327006207543895,-0.039998943301927756,4.989384582139076,42,8178.36025524983,2353.7257407622515,2.1818615866948656,1.6688930895334757,3143.3944770847584,0.2728787949686957,0.9904547846687143,0.9814995193523601,0.9951923697345559,1.0,0.2727326983368582,0.9445969948499409,1.0,1.0,0.07714901746155972,inside_convoy_envelope,inside,True,0.06643244624137878,1.08815598487854,1.5101289749145508,1.1248730421066284,vae_candidate_pool_v1,belief_limited_heuristic_v1,7
VAE000459,vae_candidate_000459,1.0338279778451258,-42.739776611328125,2334.523193359375,2504.271723545373,-1.5955099863609243,-0.053490646097505395,4.811984037147762,42,8225.09524997879,2489.5374809142427,2.051113463388188,-1.599573313326374,2725.1675287898793,0.4258056233761227,0.9979468002446746,0.955353131042229,0.9995859710962272,1.0,0.2563891829235235,0.9383207330574376,1.0,1.0,0.07308714439999339,inside_convoy_envelope,inside,True,0.06524772197008133,0.8879015445709229,1.5191993713378906,1.1451621055603027,vae_candidate_pool_v1,belief_limited_heuristic_v1,8
VAE000685,vae_candidate_000685,1.0323029426826986,375.30279541015625,2475.17041015625,2429.59744997327,-1.6901179414957568,-0.009163196104284585,4.479611952048635,42,8200.534613410895,2296.8937843123513,2.229801544003195,-1.460637908198321,3184.5036194849476,0.3102755307899181,0.9998344165375023,0.9761247403452249,0.9939386945600309,1.0,0.2787251930003994,0.8703328998683916,1.0,1.0,0.07623903942482359,inside_convoy_envelope,inside,True,0.05474527180194855,2.0412657260894775,1.4829988479614258,1.0548449754714966,vae_candidate_pool_v1,belief_limited_heuristic_v1,9
VAE000009,vae_candidate_000009,1.0316393580370653,154.15969848632812,-2216.0,2276.6405460976516,1.6533994252923525,-0.008811002389484955,5.085192137321598,42,8130.311153013718,2342.3165996614453,2.2054465022576535,1.4793822259079559,3074.7269694270803,0.09355192258783007,0.9971274691983739,0.9978136047471226,0.9958246399243442,1.0,0.2756808127822067,0.8158204347690111,1.0,1.0,0.07655530673405253,inside_convoy_envelope,inside,True,0.04789381101727486,2.2761316299438477,2.054655075073242,1.5838927030563354,vae_candidate_pool_v1,belief_limited_heuristic_v1,10
VAE000593,vae_candidate_000593,1.0312063495779256,314.5001525878906,2423.236328125,2499.7334395517205,-1.6831793489548912,0.012324457941243072,5.444311395363327,42,8272.623542277264,2380.162097787684,2.133042426477957,-1.4460888466936588,3390.6640485007983,0.2972801376210916,0.9981214719462911,0.978068364402972,0.9922340946190663,1.0,0.26663030330974463,0.8666149324098802,1.0,1.0,0.07458006957995549,inside_convoy_envelope,inside,True,0.05424783378839493,1.1882416009902954,1.9220961332321167,1.7435647249221802,vae_candidate_pool_v1,belief_limited_heuristic_v1,11
VAE001110,vae_candidate_001110,1.0309406201069033,-360.17218017578125,-2530.086669921875,2505.207434781015,1.412611969347391,-0.015686816137326993,4.697598879353094,42,8216.65586504407,2476.2767110043424,2.0642154259553807,1.7132938681050753,3618.072954645645,0.004820641933750647,0.997909823699053,0.9999941903640873,0.9898643935417937,1.0,0.2580269282444226,0.816830767214282,1.0,1.0,0.07325450957228329,inside_convoy_envelope,inside,True,0.04801368713378906,2.3045201301574707,2.5684421062469482,1.622840166091919,vae_candidate_pool_v1,belief_limited_heuristic_v1,12
VAE000201,vae_candidate_000201,1.0293195055804127,-26.97357177734375,-2005.962158203125,2078.451549218332,1.571457641898153,0.05248195134827148,4.766940234342526,42,8211.060215082529,2722.1000241222896,1.8790830453263998,1.6226169630399119,3143.7578587538146,0.34004890107723207,0.980644699149984,0.9713691782615461,0.9986576112717211,1.0,0.23488538066579998,0.9185434681854188,1.0,1.0,0.07364224557430049,inside_convoy_envelope,inside,True,0.06182921677827835,0.8589439988136292,2.3810243606567383,1.3836054801940918,vae_candidate_pool_v1,belief_limited_heuristic_v1,13
VAE000476,vae_candidate_000476,1.0290734421665622,970.9406127929688,-2228.049560546875,2451.635839424274,2.0322210702122674,0.07389829809110267,4.77636087850721,42,8220.12865474575,2404.9822812631373,2.1245100728385666,1.1832698814686282,5333.026804886875,0.28697427030004347,0.9994961081090273,0.9795523509777626,0.9258466462154693,1.0,0.26556375910482083,0.970662153558306,1.0,1.0,0.07451473709834738,inside_convoy_envelope,inside,True,0.10232512652873993,1.0386145114898682,2.4800455570220947,1.166490077972412,vae_candidate_pool_v1,belief_limited_heuristic_v1,14
VAE000977,vae_candidate_000977,1.0282961055835573,266.3055725097656,2096.375,1968.2920043801798,-1.6680232254277565,-0.03277345635997987,5.289579130764964,42,8174.574910240316,2161.1899665828746,2.377339299998067,-1.5063428845220166,2683.217232787886,0.03179875094945971,0.9653824230302003,0.9997472311597473,0.9979235958634247,1.0,0.29716741249975837,0.8661120412986721,1.0,1.0,0.0820648202865318,inside_convoy_envelope,inside,True,0.12035196274518967,0.7821057438850403,1.5063632726669312,1.8712807893753052,vae_candidate_pool_v1,belief_limited_heuristic_v1,15
VAE000507,vae_candidate_000507,1.0282819334650246,87.52133178710938,2462.3955078125,2465.497992904025,-1.602723694142017,0.04146418942914255,4.825404790810381,42,8082.113454470656,2372.843548596424,2.190056118356287,-1.4974047700186335,2959.082509646535,0.41339701052205524,0.9991893671007356,0.9578807268519918,0.9973080483320266,1.0,0.2737570147945359,0.8714397748016888,1.0,1.0,0.0749233084299669,inside_convoy_envelope,inside,True,0.054894424974918365,1.0929219722747803,2.939558982849121,1.4001954793930054,vae_candidate_pool_v1,belief_limited_heuristic_v1,16
VAE000012,vae_candidate_000012,1.027993838102998,-72.92568969726562,2110.332763671875,2109.7728825791582,-1.5702208947917302,0.033185584424671705,4.795856455079574,42,8340.274234622213,2559.510838351431,1.9674875218202452,-1.5381861743733911,2830.0794509230514,0.391773267562642,0.9842032664190714,0.9621167151243801,0.9994683360972877,1.0,0.24593594022753065,0.9126791355460544,1.0,1.0,0.07503132259505355,inside_convoy_envelope,inside,True,0.060887888073921204,0.7731173634529114,1.5156934261322021,1.7997565269470215,vae_candidate_pool_v1,belief_limited_heuristic_v1,17
VAE000995,vae_candidate_000995,1.0272452102480938,551.3719482421875,2318.94140625,2221.2283805739735,-1.8163953978140424,-0.01568805316897979,4.830600371998132,42,8224.554614667282,2594.781498639499,1.9680499140277568,-1.3408853089447306,4400.805194367116,0.09573501962995733,0.9939767588399303,0.9977104509858249,0.973686677080847,1.0,0.2460062392534696,0.8364401723913041,1.0,1.0,0.0737139651220994,inside_convoy_envelope,inside,True,0.12414625287055969,1.7994318008422852,1.5161569118499756,1.8145631551742554,vae_candidate_pool_v1,belief_limited_heuristic_v1,18
VAE000169,vae_candidate_000169,1.027068993228961,-112.4970703125,-1879.1513671875,2011.420337516881,1.5230403787518385,0.012435222420766417,5.094788387549788,42,8220.452077765076,2313.1904810624374,2.208727772442388,1.6309874972587208,2803.5013404810866,0.3310895676198662,0.9718601938498489,0.9728443576282197,0.9981890583481512,1.0,0.2760909715552985,0.9073595672339121,1.0,1.0,0.07918980869223279,inside_convoy_envelope,inside,True,0.06005716696381569,1.442580223083496,1.995755910873413,1.178127408027649,vae_candidate_pool_v1,belief_limited_heuristic_v1,19
VAE001218,vae_candidate_001218,1.0269722756115962,469.57196044921875,-2328.4677734375,2388.491052148931,1.7794715413928184,0.042099373015615595,4.8368435531070055,42,8354.499141502667,2678.615731878201,1.876801995316087,1.40422048521259,4026.769932028311,0.31350275527726845,0.9999749613946358,0.9756295920487631,0.9861582950257068,1.0,0.23460024941451088,0.8484603398801489,1.0,1.0,0.07156877521911476,inside_convoy_envelope,inside,True,0.05189049243927002,1.2797236442565918,2.961656093597412,1.2631051540374756,vae_candidate_pool_v1,belief_limited_heuristic_v1,20
VAE000693,vae_candidate_000693,1.0267206432995304,-232.45501708984375,-2427.590576171875,2467.7712556427473,1.484418970643904,-0.00583836550660813,5.0892673513745335,42,8298.46011122184,2385.5640602111157,2.1215862708344586,1.6513353174392817,3045.458516977132,0.436842452768043,0.9991321455954535,0.9530460373667244,0.9967584882414224,1.0,0.2651982838543073,0.8730925585200844,1.0,1.0,0.07467584942530041,inside_convoy_envelope,inside,True,0.055118072777986526,1.157686471939087,2.443319320678711,1.9157835245132446,vae_candidate_pool_v1,belief_limited_heuristic_v1,21
VAE000213,vae_candidate_000213,1.0260928005368983,-319.36151123046875,-2152.1064453125,2172.0705853766467,1.4126688665481553,0.032056919386624985,4.915894023429171,42,8245.999204756874,2210.929340888534,2.3037276699976754,1.7609807064282637,3729.8882559593358,0.32092365438856185,0.990227306625765,0.9744722312127214,0.9819693966916199,1.0,0.2879659587497094,0.8651975291477284,1.0,1.0,0.07936919629729189,inside_convoy_envelope,inside,True,0.054059602320194244,0.6887126564979553,1.8860619068145752,1.5502127408981323,vae_candidate_pool_v1,belief_limited_heuristic_v1,22
VAE000463,vae_candidate_000463,1.0254456234178704,25.197601318359375,3041.646484375,3022.729391231909,-1.5269490868283393,0.03412585292143145,4.665320597029506,42,8295.325121393751,2690.8256941984855,1.8816130316167035,-1.5805177138400224,2771.3393424577525,0.22794934090760188,0.9293158614895312,0.9870659258138255,0.9999527476890943,1.0,0.23520162895208793,0.9840035202633732,1.0,1.0,0.06844399662804082,inside_convoy_envelope,inside,True,0.0761847198009491,0.9694056510925293,1.5033612251281738,1.2208671569824219,vae_candidate_pool_v1,belief_limited_heuristic_v1,23
VAE000634,vae_candidate_000634,1.0248510640976822,304.833984375,-3045.19287109375,3023.4211981499234,1.6729530128047567,0.014906906012747304,4.7495146387545635,42,8310.640024975588,2525.4594932561567,2.0011258957393165,1.4835465467977837,3240.034917514751,0.27152828130498485,0.9291644259817421,0.9816810651719581,0.9961961519377412,1.0,0.25014073696741457,0.9949152053106137,1.0,1.0,0.07037545171206987,inside_convoy_envelope,inside,True,0.08103575557470322,0.6682670712471008,2.9149422645568848,1.586780309677124,vae_candidate_pool_v1,belief_limited_heuristic_v1,24
VAE000142,vae_candidate_000142,1.024476802701468,223.7881622314453,1955.8724365234375,1895.19557744306,-1.6452197901174082,0.023012786862129177,4.670427074137789,42,8373.801728806171,2346.0222377542277,2.1379349762168327,-1.4733600766102557,3149.5161182848797,0.28386460078482734,0.9529702900038547,0.9799901299867233,0.9952568429147151,1.0,0.2672418720271041,0.9316612025745132,1.0,1.0,0.07994266158745973,inside_convoy_envelope,inside,True,0.0640486553311348,2.132685899734497,2.9419219493865967,1.1710602045059204,vae_candidate_pool_v1,belief_limited_heuristic_v1,25
VAE000732,vae_candidate_000732,1.024450535046965,671.5775146484375,3068.540283203125,2972.9065846580784,-1.8162047175064386,-0.009785965992280725,5.032739213761481,42,8248.533333554386,2359.5998097738116,2.157914355270379,-1.3351739020756352,4220.0079723591625,0.13070582876974846,0.9398398992819667,0.9957350736098876,0.9723692257299961,1.0,0.26973929440879735,0.9653182267745519,1.0,1.0,0.07285223789327357,inside_convoy_envelope,inside,True,0.10366175323724747,1.7097830772399902,1.9589869976043701,1.8730581998825073,vae_candidate_pool_v1,belief_limited_heuristic_v1,26
VAE000775,vae_candidate_000775,1.0234986183569514,632.5062866210938,2150.01318359375,2339.3542572514593,-1.852451655639941,0.07279871079340727,4.901299773805789,42,8253.814546494772,2265.2910858109026,2.246314537990445,-1.2163422871564449,4989.19251246525,0.36286285550687425,0.9993049852805335,0.9674422397758136,0.937836119627982,1.0,0.2807893172488056,0.9183209603131381,1.0,1.0,0.07728148660341724,inside_convoy_envelope,inside,True,0.06179297715425491,2.0742435455322266,2.413447380065918,1.251239538192749,vae_candidate_pool_v1,belief_limited_heuristic_v1,27
VAE000820,vae_candidate_000820,1.020814002488404,1121.8551025390625,-1983.94140625,2390.863020240032,2.076837306296463,0.023153252889560664,4.532319895651849,42,8225.689455759311,2506.31712820963,2.03723420216801,1.0879086001828908,6039.24464898209,0.3543056018175057,0.9999842185745972,0.9689438144282494,0.8856577343112942,1.0,0.25465427527100126,0.9975123794955161,1.0,1.0,0.0735514351093196,inside_convoy_envelope,inside,True,0.08291124552488327,1.4564250707626343,2.344118595123291,1.6316289901733398,vae_candidate_pool_v1,belief_limited_heuristic_v1,28
VAE001061,vae_candidate_001061,1.0177552570167054,-699.7500610351562,1907.180419921875,2042.0555974169515,-1.196836102537488,-0.04990240406109698,5.266334150577753,42,8185.554000851285,2584.74142661175,1.9851078601904604,-1.994658955113402,5722.600233470931,0.2303257702932697,0.9760708775808895,0.9867960375180949,0.9115071055674491,1.0,0.24813848252380755,0.9484087959090742,1.0,1.0,0.07542826978448414,inside_convoy_envelope,inside,True,0.06718196719884872,2.0349321365356445,1.501373529434204,1.2951470613479614,vae_candidate_pool_v1,belief_limited_heuristic_v1,29
VAE000119,vae_candidate_000119,1.0173452730172423,-348.427734375,-1952.29296875,2021.8119721490352,1.3617625165189802,0.01114123009767502,4.491223529636603,42,8193.386655029835,2338.9623895695504,2.1916066108577446,1.7909713671684886,4071.9373093877107,0.22865214312277504,0.9733251442162448,0.9869863957733531,0.9758592353857221,1.0,0.27395082635721807,0.8153971283666647,1.0,1.0,0.0787198028176087,inside_convoy_envelope,inside,True,0.04784364998340607,1.6835683584213257,2.4629642963409424,1.365951657295227,vae_candidate_pool_v1,belief_limited_heuristic_v1,30
VAE000126,vae_candidate_000126,1.014956933350706,10.926025390625,-1917.53662109375,1832.3615814287396,1.5308736952438275,0.039410251306965634,4.573926142643169,42,8238.455414584063,2290.9477157964916,2.2252987137381806,1.6501292096529314,2936.6372802309916,0.10510040535600673,0.9409080111928918,0.99724101726728,0.9968547969499671,1.0,0.27816233921727257,0.823247167950639,1.0,1.0,0.08153011646601495,inside_convoy_envelope,inside,True,0.04878019168972969,1.5761173963546753,2.478102922439575,1.1480867862701416,vae_candidate_pool_v1,belief_limited_heuristic_v1,31
VAE000559,vae_candidate_000559,1.0133859389704842,-442.57452392578125,-3169.967529296875,3191.8384579763497,1.4357299815001476,-0.02994309393943878,5.172264595946663,42,8303.957277000049,2281.0922635865154,2.2172840488839567,1.6759195781502074,3139.8318904890966,0.21610402592632671,0.8882277805376171,0.9883701288787092,0.9944796375693089,1.0,0.2771605061104946,0.9808427860599733,1.0,1.0,0.07342105890574586,inside_convoy_envelope,inside,True,0.09940343350172043,1.0838375091552734,1.5566420555114746,1.5717923641204834,vae_candidate_pool_v1,belief_limited_heuristic_v1,32
VAE000452,vae_candidate_000452,1.0124602248371148,-123.08843994140625,-1713.55615234375,1614.2935491471826,1.507545740726964,0.03293908375397359,5.004315821590616,42,8216.081007961748,2322.0879118427156,2.2014352697067343,1.666985996616803,3100.437665600228,0.04763587284850201,0.8898535172285594,0.9994328131705734,0.995377339604791,1.0,0.2751794087133418,0.9547266629981438,1.0,1.0,0.08440758853690798,inside_convoy_envelope,inside,True,0.10605008900165558,1.6227812767028809,1.5052776336669922,1.5305641889572144,vae_candidate_pool_v1,belief_limited_heuristic_v1,33
VAE000597,vae_candidate_000597,1.0119944364198517,244.78721618652344,1794.242919921875,1865.2197289959497,-1.7032194152711682,-0.03785178893011004,4.841988372887447,42,8283.80630840478,2675.3336968672406,1.895140422500822,-1.476225027248735,3445.621960227455,0.4066435986507493,0.9473730168329827,0.9592267736577569,0.995531466587556,1.0,0.23689255281260274,0.8849497805082148,1.0,1.0,0.07646707368963442,inside_convoy_envelope,inside,True,0.05675758048892021,1.7406781911849976,2.4426960945129395,1.4803333282470703,vae_candidate_pool_v1,belief_limited_heuristic_v1,34
VAE001154,vae_candidate_001154,1.0097198011652366,1141.39990234375,2029.2901611328125,2400.4434594541044,-2.0805622706108693,-0.0659512944485495,5.349707914267896,42,8258.556305128246,2541.738062468372,2.000849226937041,-1.1269816774274732,5841.617410228862,0.4163769067297018,0.9999999628248991,0.9572801491349603,0.9031202746881112,1.0,0.2501061533671301,0.8822788223630993,1.0,1.0,0.07304979872174701,inside_convoy_envelope,inside,True,0.05638262256979942,1.3986798524856567,2.355170965194702,1.5952619314193726,vae_candidate_pool_v1,belief_limited_heuristic_v1,35
VAE000551,vae_candidate_000551,1.0089968402160991,998.2972412109375,1883.0888671875,2137.5197697711105,-2.0516494522626343,-0.028544892278555396,5.002995613667816,42,8154.736824589181,2446.7150627393294,2.105018635828137,-1.1184880936057142,5764.644255898163,0.4151193011174303,0.9870606484330192,0.9575341064866001,0.8994407025990271,1.0,0.26312732947851714,0.9188074003602611,1.0,1.0,0.07620085310142713,inside_convoy_envelope,inside,True,0.06187225878238678,1.08645761013031,2.469191074371338,1.831207513809204,vae_candidate_pool_v1,belief_limited_heuristic_v1,36
VAE001118,vae_candidate_001118,1.0083433883442903,-464.97998046875,-3043.129638671875,2937.7681134105455,1.4543008291570458,-0.0253440755682435,5.075633038757038,42,8356.70152967614,2586.381993837875,1.9432189242607225,1.6619477488645036,3336.3157049869037,0.5137745739681704,0.9467992857478933,0.9354478168634484,0.9958485846862903,1.0,0.24290236553259031,0.896133280803039,1.0,1.0,0.0699100992675422,inside_convoy_envelope,inside,True,0.05836740881204605,1.3371607065200806,1.504619836807251,1.8214094638824463,vae_candidate_pool_v1,belief_limited_heuristic_v1,37
VAE000141,vae_candidate_000141,1.0080663643026018,-534.056396484375,-1703.3428955078125,1837.2298430035553,1.2690210437587495,-0.0415969395602504,4.919029762098475,42,8308.754459175076,2347.8592310354293,2.152986520939013,1.8309746702707932,4406.291105045338,0.08378373689579766,0.941887336005585,0.9982460977092743,0.9663441141268556,1.0,0.26912331511737664,0.8131000348054968,1.0,1.0,0.08064235325454694,inside_convoy_envelope,inside,True,0.04757210239768028,1.1720572710037231,2.339510202407837,1.7260749340057373,vae_candidate_pool_v1,belief_limited_heuristic_v1,38
VAE000123,vae_candidate_000123,1.007707600896832,-420.31610107421875,-1652.5194091796875,1836.7583941556395,1.3396388091148155,-0.016616389416340097,5.180990575833806,42,8270.650856734059,2392.409411796703,2.1226290349117227,1.7853374550586383,4098.375604805359,0.29588538099452744,0.9417928213837378,0.9782721758993277,0.9770741904506068,1.0,0.26532862936396534,0.8392898558502558,1.0,1.0,0.08005696424311004,inside_convoy_envelope,inside,True,0.05073951557278633,1.825866937637329,2.529836654663086,1.096497654914856,vae_candidate_pool_v1,belief_limited_heuristic_v1,39
VAE001076,vae_candidate_001076,1.0070060373488425,-879.2369995117188,3166.439697265625,3169.98921663007,-1.2824864528838504,-0.0331885537346196,5.165270856027697,42,8355.812048742522,2398.2936873759345,2.0958406690734845,-1.8922947544405622,4915.753387261116,0.20289393164681727,0.893976083947578,0.9897437696161953,0.9487629973759818,1.0,0.26198008363418557,0.9927311621778053,1.0,1.0,0.07164966742777397,inside_convoy_envelope,inside,True,0.09472015500068665,0.883456289768219,1.513517141342163,1.8209296464920044,vae_candidate_pool_v1,belief_limited_heuristic_v1,40
VAE000276,vae_candidate_000276,1.0067420480498355,-978.2861938476562,2368.912841796875,2576.219128259279,-1.1762698370154796,-0.001893543277513578,4.315122343815094,42,8131.109736705533,2561.4265079962843,2.016589810346254,-1.967216359851827,5502.357597931421,0.31907248978893027,0.9941470291922722,0.9747633867179146,0.9224491935897744,1.0,0.25207372629328173,0.784889306638387,1.0,1.0,0.07183575389188375,inside_convoy_envelope,inside,True,0.04431818798184395,1.0862183570861816,1.532810091972351,1.768478512763977,vae_candidate_pool_v1,belief_limited_heuristic_v1,41
VAE000435,vae_candidate_000435,1.0059662661648912,603.4775390625,3167.550048828125,3202.7535555319914,-1.8060113261888395,-0.04452316204701513,5.451985662154431,42,8391.216799296313,2245.7002083817765,2.228807544878159,-1.3801044894479688,3795.449603147189,0.3108338295622075,0.8853101410662084,0.9760394359703133,0.9818733404781379,1.0,0.27860094310976985,0.971538782084352,1.0,1.0,0.07396819071400615,inside_convoy_envelope,inside,True,0.0724378153681755,2.234017848968506,1.5065722465515137,1.9212925434112549,vae_candidate_pool_v1,belief_limited_heuristic_v1,42
VAE000296,vae_candidate_000296,1.0057463536830327,546.58544921875,1709.0684814453125,1882.2907334362824,-1.8899114033347697,-0.032296203425852515,5.197916369446701,42,8284.543842501425,2267.7655847323126,2.2355404352947073,-1.283977453680876,4518.84242286993,0.45624696026453865,0.9505961624980526,0.9488561689600516,0.9591486757868056,1.0,0.2794425544118384,0.89739617155746,1.0,1.0,0.08125344893396717,inside_convoy_envelope,inside,True,0.05855356156826019,2.32159423828125,2.963350296020508,1.596098780632019,vae_candidate_pool_v1,belief_limited_heuristic_v1,43
VAE000904,vae_candidate_000904,1.005488575507608,306.4198913574219,-1797.890380859375,1846.9976527824397,1.7679596466310517,-0.0527642845538803,5.115769227903111,42,8234.243085697542,2572.0059026354843,1.9831412388772427,1.3208687224048605,4528.70127284115,0.4294080435059,0.9438298474477834,0.9546061798913501,0.9689303301320716,1.0,0.24789265485965534,0.8917497618830404,1.0,1.0,0.0777839910484385,inside_convoy_envelope,inside,True,0.05772837996482849,1.3422155380249023,2.9767470359802246,1.6562448740005493,vae_candidate_pool_v1,belief_limited_heuristic_v1,44
