profile_id,name,belief_score,u_pos_x,u_pos_y,estimated_range_m,estimated_bearing_rad,estimated_convoy_heading_rad,estimated_convoy_speed_mps,estimated_contact_count,estimated_formation_width_m,estimated_formation_depth_m,estimated_contact_density_per_km2,estimated_aspect_rad,projected_target_span_m,bearing_alignment_error_rad,range_score,bearing_alignment_score,aspect_score,formation_span_score,contact_density_score,spread_score,contact_score,inside_score,uncertainty_score,inside_uncertainty_penalty,spawn_region,approach_side,inside_convoy_envelope,spread_rad,launch_delay_s,salvo_interval_s,u_boat_initial_speed_mps,candidate_source_label,selector_method,belief_rank
VAE000488,vae_candidate_000488,0.802244698238805,-1806.037353515625,2457.801025390625,2691.770136006625,-1.0109497865487573,0.10216056963580711,6.105387397874865,23,7877.607043917783,2924.4302619975206,0.998371680472457,-2.028482297405229,6104.345546983635,0.4301070158310407,0.9840362018480542,0.9544605663473487,0.8970774065162759,1.0,0.12479646005905712,0.8906122017707705,0.5476190476190477,0.0,0.2596466061104364,0.0,astern_vae,astern,False,0.05756428837776184,1.149762749671936,1.8791855573654175,1.8590456247329712,vae_candidate_pool_v1,belief_limited_heuristic_v1,1
VAE000318,vae_candidate_000318,0.7890078651982622,-1446.470703125,-2924.811279296875,3067.8291681420374,1.1183932750191226,-0.03427702555533838,4.893565445899487,18,8622.941909986217,2546.4027513585193,0.8197660905122088,1.9889223530153324,5828.367672922021,0.290972242803445,0.9191469893404761,0.9789827038353127,0.9138514689802091,1.0,0.1024707613140261,0.9999862020701865,0.42857142857142855,0.0,0.2708164737913189,0.0,astern_vae,astern,False,0.08759061992168427,1.9442353248596191,2.918389320373535,1.5000331401824951,vae_candidate_pool_v1,belief_limited_heuristic_v1,2
VAE000726,vae_candidate_000726,0.782840269719379,-2011.2392578125,-2405.94189453125,2899.2562251859868,0.8915138274765743,0.01428677971371587,4.854101027176104,23,8307.531255462098,2695.4998459235585,1.0271090143132597,2.2643656058269355,7383.643878063198,0.2562256521594143,0.9539743605516575,0.9836767019065717,0.768969128266983,1.0,0.12838862678915747,0.9843361212635294,0.5476190476190477,0.0,0.26561124556865173,0.0,astern_vae,astern,False,0.0763014554977417,0.7046844363212585,2.0254602432250977,1.3130804300308228,vae_candidate_pool_v1,belief_limited_heuristic_v1,3
VAE000544,vae_candidate_000544,0.7812952626541012,-1324.567626953125,1901.0302734375,2028.737815906166,-0.840911356403604,0.07810026601751734,6.040370871766637,21,9076.054513772802,2353.7502448668565,0.983018793440549,-2.2225810311686716,7376.828296603924,0.05826732302507909,0.9742806445229956,0.9991514698766678,0.7950024524665008,1.0,0.12287734918006862,0.9830573677356931,0.5,0.0,0.30323351079608013,0.0,astern_vae,astern,False,0.09867396205663681,1.2912765741348267,1.5037981271743774,1.647339105606079,vae_candidate_pool_v1,belief_limited_heuristic_v1,4
VAE000340,vae_candidate_000340,0.7806170924521181,1512.952880859375,1960.980712890625,2383.5080174595187,-2.1446239591054677,0.0906888368439757,6.176267330660769,8,9110.988645883283,3353.547886294626,0.26183033984897675,-0.9062798576403498,8258.514778535377,0.28036035113263114,0.999948586295621,0.9804778954220106,0.7872150602495567,1.0,0.03272879248112209,0.9957657297130138,0.19047619047619047,0.0,0.2510199215922855,0.0,ahead_vae,ahead,False,0.08158189803361893,0.8645036220550537,1.5079879760742188,1.9367353916168213,vae_candidate_pool_v1,belief_limited_heuristic_v1,5
VAE000281,vae_candidate_000281,0.7768433162234484,15.973388671875,2474.280517578125,2626.284698210118,-1.6133572281291646,-0.1712840928246631,5.479510320847659,22,8697.200268213455,3112.4454477544095,0.8127209631778007,-1.6995195182852916,4203.137179109579,0.2670903272882663,0.9903671563268979,0.9822714583600245,0.9917266034044416,1.0,0.10159012039722509,0.991349386679414,0.5238095238095238,1.0,0.25304643549494493,0.25304643549494493,inside_convoy_envelope,inside,True,0.07913228869438171,0.7572708129882812,2.9591245651245117,1.5363452434539795,vae_candidate_pool_v1,belief_limited_heuristic_v1,6
VAE000252,vae_candidate_000252,0.7761465116048838,1361.6988525390625,-2442.1279296875,2183.941003079024,2.0382956438981217,0.0012327205015814342,5.619146034673017,8,8832.137611471497,2259.4993583816613,0.400877736511125,1.104529730193253,5988.831978951041,0.3243723341683864,0.9912143431423349,0.9739254794729777,0.8932528779980696,1.0,0.05010971706389063,0.9740093606145142,0.19047619047619047,0.0,0.3048504657669332,0.0,ahead_vae,ahead,False,0.07310497760772705,0.7501074075698853,2.523634672164917,1.5570472478866577,vae_candidate_pool_v1,belief_limited_heuristic_v1,7
VAE000782,vae_candidate_000782,0.764588529313411,-1659.900390625,-1380.85107421875,1976.9855995698786,0.8045533093493142,-0.0407730853907562,5.031112651994793,16,8144.804128647981,2537.463249494101,0.7741757741564695,2.2962662588497222,7302.471399404781,0.14268046844868965,0.9667394024615932,0.9949191992198431,0.7481877107285778,1.0,0.09677197176955869,0.9845881109488821,0.38095238095238093,0.0,0.2956468374753487,0.0,astern_vae,astern,False,0.07639070600271225,1.971998929977417,1.965582013130188,1.1757681369781494,vae_candidate_pool_v1,belief_limited_heuristic_v1,8
VAE000606,vae_candidate_000606,0.7638033589060622,-2762.300048828125,2856.913818359375,2987.595151238934,-0.8453967964204185,-0.13664748655608952,4.563527995068471,26,9168.02064607297,2855.621886149111,0.9931093334414097,-2.432843343725464,8818.826892186778,0.26607792158911237,0.9368163024233271,0.9824048113019128,0.6508847857436986,1.0,0.12413866668017622,0.9982236989076838,0.6190476190476191,0.0,0.25622266142819644,0.0,astern_vae,astern,False,0.08358687907457352,0.8278619647026062,1.9960728883743286,1.931203842163086,vae_candidate_pool_v1,belief_limited_heuristic_v1,9
VAE000802,vae_candidate_000802,0.7635213289422242,124.3048095703125,3160.17333984375,2772.293742075207,-1.531560539365429,0.20166860948683132,5.444552698359009,26,8442.914123808456,2878.7328818628453,1.0697433799831362,-1.4083635047375327,4206.223148037138,0.15880413615565847,0.9741393894021917,0.9937085501506189,0.9868367693990798,1.0,0.13371792249789202,0.8291464449217021,0.6190476190476191,1.0,0.25926501361055093,0.25926501361055093,inside_convoy_envelope,inside,True,0.04949323832988739,2.2177531719207764,2.3420140743255615,1.8793737888336182,vae_candidate_pool_v1,belief_limited_heuristic_v1,10
VAE000175,vae_candidate_000175,0.7619365926303402,1284.07470703125,1746.240478515625,2279.1295772476574,-2.1956599871980425,-0.06169124322110016,5.07980249311245,11,7934.959169231111,2339.6805281499073,0.5925041930444785,-1.0076239096128508,6214.601117449333,0.464405477311296,0.9972420598222568,0.9470440025783828,0.8455657061369719,1.0,0.07406302413055982,0.8654733908903937,0.2619047619047619,0.0,0.29784552598689257,0.0,ahead_vae,ahead,False,0.05409617722034454,1.9934154748916626,1.9815623760223389,1.705193042755127,vae_candidate_pool_v1,belief_limited_heuristic_v1,11
