profile_id,name,belief_score,u_pos_x,u_pos_y,estimated_range_m,estimated_bearing_rad,estimated_convoy_heading_rad,estimated_convoy_speed_mps,estimated_contact_count,estimated_formation_width_m,estimated_formation_depth_m,estimated_contact_density_per_km2,estimated_aspect_rad,projected_target_span_m,bearing_alignment_error_rad,range_score,bearing_alignment_score,aspect_score,formation_span_score,contact_density_score,spread_score,contact_score,inside_score,uncertainty_score,inside_uncertainty_penalty,spawn_region,approach_side,inside_convoy_envelope,spread_rad,launch_delay_s,salvo_interval_s,u_boat_initial_speed_mps,candidate_source_label,selector_method,belief_rank
VAE000974,vae_candidate_000974,0.8891241187275659,-349.06597900390625,-2042.09326171875,2287.5195925495955,1.3844182044556774,0.013867085190455911,4.246776853203064,34,8439.147875760525,2681.047267946434,1.5027123279462227,1.7710415343245718,4306.102038194061,0.2245963786699836,0.9976112051589451,0.9874420390755887,0.9800178331618029,1.0,0.18783904099327783,0.9445969948499409,0.8095238095238095,1.0,0.11820175014442653,0.11820175014442653,inside_convoy_envelope,inside,True,0.06643244624137878,1.08815598487854,1.5101289749145508,1.1248730421066284,vae_candidate_pool_v1,belief_limited_heuristic_v1,1
VAE000089,vae_candidate_000089,0.8756199959668013,1269.6495361328125,2517.448486328125,2685.0544953668877,-2.0488226204581816,-0.12178638838511854,5.173173832822839,29,8091.209561387017,2393.048325307983,1.4977284502163934,-1.21455642151673,5064.631385982399,0.37324832476951064,0.9847570531239669,0.9655738922661774,0.9372147890488811,1.0,0.18721605627704918,0.9316217922559102,0.6904761904761905,0.0,0.12114912281927312,0.0,ahead_vae,ahead,False,0.06404171884059906,2.364844799041748,1.9715983867645264,1.523587942123413,vae_candidate_pool_v1,belief_limited_heuristic_v1,2
VAE001110,vae_candidate_001110,0.8750974395532464,-360.17218017578125,-2530.086669921875,2620.7230214073074,1.4684095951465796,0.05928650574175411,4.582370926459388,32,8186.324007109347,2701.49914936762,1.446958960473974,1.7324695641849683,3984.0211097275364,0.05097698386543792,0.9908327031676766,0.9993504774542432,0.9869593243384684,0.9485764546970324,0.18086987005924676,0.816830767214282,0.7619047619047619,1.0,0.1151562860189007,0.1151562860189007,inside_convoy_envelope,inside,True,0.04801368713378906,2.3045201301574707,2.5684421062469482,1.622840166091919,vae_candidate_pool_v1,belief_limited_heuristic_v1,3
VAE000340,vae_candidate_000340,0.8747254548239519,1512.952880859375,1960.980712890625,2460.9468846484783,-2.261918647563436,-0.03980419817668922,5.194815818728003,39,7914.354711489802,2419.8125603206186,2.0364200741349716,-0.9194782042030465,6722.40212940094,0.3976550395905993,0.9992980682561301,0.960985815689676,0.7952853973297008,1.0,0.25455250926687145,0.9957657297130138,0.9285714285714286,0.0,0.1221726811201405,0.0,ahead_vae,ahead,False,0.08158189803361893,0.8645036220550537,1.5079879760742188,1.9367353916168213,vae_candidate_pool_v1,belief_limited_heuristic_v1,4
VAE000476,vae_candidate_000476,0.8745233586452624,970.9406127929688,-2228.049560546875,2518.1291784302334,1.9108999375061935,0.022620198374229617,5.165003802990538,27,8274.827905069526,2372.3858139805934,1.3753697727078775,1.2533129144578299,4837.032309612029,0.1656531375939696,0.997365573976803,0.9931554327921227,0.9500240457187814,1.0,0.1719212215884847,0.970662153558306,0.6428571428571429,1.0,0.12268322940854871,0.12268322940854871,inside_convoy_envelope,inside,True,0.10232512652873993,1.0386145114898682,2.4800455570220947,1.166490077972412,vae_candidate_pool_v1,belief_limited_heuristic_v1,5
VAE000775,vae_candidate_000775,0.8684031368899532,632.5062866210938,2150.01318359375,2132.867284312133,-1.843101697676658,-0.008406734778306139,5.291583065220526,29,8212.4755339495,2760.209880697148,1.2793276989281364,-1.3068976906914411,4806.845409568493,0.3535128975435913,0.9866009948578486,0.9690811771623524,0.9653803729054076,1.0,0.15991596236601704,0.9183209603131381,0.6904761904761905,1.0,0.11872673560545846,0.11872673560545846,inside_convoy_envelope,inside,True,0.06179297715425491,2.0742435455322266,2.413447380065918,1.251239538192749,vae_candidate_pool_v1,belief_limited_heuristic_v1,6
VAE000252,vae_candidate_000252,0.8679631519986098,1361.6988525390625,-2442.1279296875,3015.528580604222,2.0646693622477335,0.04677131806008806,5.194644636729676,35,8195.757203049396,2548.7007669198742,1.6755604883682482,1.123694609402148,5841.641692187362,0.3507460525179981,0.9308835734073587,0.9695583158368387,0.9017039717358989,1.0,0.20944506104603103,0.9740093606145142,0.8333333333333334,0.0,0.1158605729312878,0.0,ahead_vae,ahead,False,0.07310497760772705,0.7501074075698853,2.523634672164917,1.5570472478866577,vae_candidate_pool_v1,belief_limited_heuristic_v1,7
VAE000270,vae_candidate_000270,0.8676923758108417,-244.95556640625,2109.7021484375,2065.604020484692,-1.425552041657209,-0.11044366005723273,5.152261988161725,24,8128.729394832313,2370.876660542885,1.245316132394586,-1.8264842719898169,4349.643831352289,0.09714984364231727,0.9790837211661909,0.997642332169308,0.9674895357031393,1.0,0.15566451654932326,0.9995166684559382,0.5714285714285714,1.0,0.12720613556081553,0.12720613556081553,inside_convoy_envelope,inside,True,0.08918523043394089,0.7178706526756287,2.968291759490967,1.107508897781372,vae_candidate_pool_v1,belief_limited_heuristic_v1,8
VAE000995,vae_candidate_000995,0.8673743089505707,551.3719482421875,2318.94140625,2459.832278926984,-1.8211032567606054,0.022886785667827,6.007278530365732,24,8076.342586211829,2858.5866861694853,1.0395494243902712,-1.2976026111613608,4931.635975888041,0.10044287857652034,0.9993234989486914,0.9974799268086236,0.9629141183142885,1.0,0.1299436780487839,0.8364401723913041,0.5714285714285714,1.0,0.1138930918440372,0.1138930918440372,inside_convoy_envelope,inside,True,0.12414625287055969,1.7994318008422852,1.5161569118499756,1.8145631551742554,vae_candidate_pool_v1,belief_limited_heuristic_v1,9
VAE000555,vae_candidate_000555,0.8673588554707831,1346.78857421875,1852.3721923828125,2229.4106600111713,-2.1405553077602266,-0.07426605985029532,5.2635580981005194,31,8232.061446803165,2617.8539264539813,1.4384927607835698,-1.0753034056798618,6217.076250011012,0.16212766599193174,0.994514021406254,0.9934430365658174,0.8797344498109292,1.0,0.17981159509794623,0.8094016191478249,0.7380952380952381,0.0,0.12005023938943049,0.0,ahead_vae,ahead,False,0.04713716730475426,0.7521714568138123,1.515702247619629,1.1901514530181885,vae_candidate_pool_v1,belief_limited_heuristic_v1,10
VAE000685,vae_candidate_000685,0.8657120613143493,375.30279541015625,2475.17041015625,2596.3671897052136,-1.8371525651597889,-0.0002636154458037338,5.13263862456646,31,8356.539591150653,2547.6167233725737,1.4561332795321758,-1.304703703875808,4655.420963336805,0.4573101544539502,0.9927372632798673,0.9486217031676103,0.964805756793523,1.0,0.18201665994152197,0.8703328998683916,0.7380952380952381,1.0,0.11816560391830201,0.11816560391830201,inside_convoy_envelope,inside,True,0.05474527180194855,2.0412657260894775,1.4829988479614258,1.0548449754714966,vae_candidate_pool_v1,belief_limited_heuristic_v1,11
VAE001061,vae_candidate_001061,0.865174103116195,-699.7500610351562,1907.180419921875,1981.491340432035,-1.1961686929225623,0.07593922861615159,5.776791274561679,30,8252.151026860116,2455.973290795652,1.4802342460777378,-1.8694847320510792,4775.566043441924,0.229658360678344,0.9674325754529479,0.9868721121342179,0.9557232700408452,1.0,0.18502928075971722,0.9484087959090742,0.7142857142857143,1.0,0.1263917201134937,0.1263917201134937,inside_convoy_envelope,inside,True,0.06718196719884872,2.0349321365356445,1.501373529434204,1.2951470613479614,vae_candidate_pool_v1,belief_limited_heuristic_v1,12
VAE000544,vae_candidate_000544,0.8646797204592528,-1324.567626953125,1901.0302734375,2234.724307118876,-0.9410988312271998,0.025398577891047328,4.589784131828186,26,8307.618444972848,2673.878183966939,1.170456258558662,-2.175095244471546,6920.6027165335345,0.041920151798516714,0.9948495936244621,0.9995607395499502,0.8229006445009355,1.0,0.14630703231983275,0.9830573677356931,0.6190476190476191,0.0,0.11894375361104843,0.0,astern_vae,astern,False,0.09867396205663681,1.2912765741348267,1.5037981271743774,1.647339105606079,vae_candidate_pool_v1,belief_limited_heuristic_v1,13
