profile_id,name,belief_score,u_pos_x,u_pos_y,estimated_range_m,estimated_bearing_rad,estimated_convoy_heading_rad,estimated_convoy_speed_mps,estimated_contact_count,estimated_formation_width_m,estimated_formation_depth_m,estimated_contact_density_per_km2,estimated_aspect_rad,projected_target_span_m,bearing_alignment_error_rad,range_score,bearing_alignment_score,aspect_score,formation_span_score,contact_density_score,spread_score,contact_score,inside_score,uncertainty_score,spawn_region,approach_side,inside_convoy_envelope,spread_rad,launch_delay_s,salvo_interval_s,u_boat_initial_speed_mps,candidate_source_label,selector_method,belief_rank
VAE000281,vae_candidate_000281,1.048292376380351,15.973388671875,2474.280517578125,2460.1237989544065,-1.5418122488130965,-0.027733679561312903,4.799300059473262,42,8069.113073254694,2487.8021636011385,2.0922214385016296,-1.6275140843380096,2941.218388354869,0.19554534797219827,0.9993168929323138,0.9904709267419725,0.9983919791297184,1.0,0.2615276798127037,0.991349386679414,1.0,1.0,0.0734009444623756,inside_convoy_envelope,inside,True,0.07913228869438171,0.7572708129882812,2.9591245651245117,1.5363452434539795,vae_candidate_pool_v1,belief_limited_heuristic_v1,1
VAE001091,vae_candidate_001091,1.0441337793346865,261.50244140625,2069.8974609375,2148.445412496928,-1.718791861302087,-0.012887812989353313,4.9688702479724585,42,8009.37347232935,2292.0694399588897,2.2878259124083544,-1.4356886052770594,3350.0204071032026,0.20097423454771568,0.9881091238528398,0.9899362811197604,0.9908868271828155,1.0,0.2859782390510443,0.994881060399858,1.0,1.0,0.07831607686804425,inside_convoy_envelope,inside,True,0.09351810812950134,0.8803181052207947,2.317575693130493,1.786739706993103,vae_candidate_pool_v1,belief_limited_heuristic_v1,2
VAE000270,vae_candidate_000270,1.0395555477140834,-244.95556640625,2109.7021484375,2023.3431402091333,-1.4107620876393405,-0.028071670480997856,4.801739872281426,42,8192.6029151201,2450.6967685496666,2.0918850038377013,-1.7589022364314504,3939.4718280475213,0.08235988962444885,0.9735378260002812,0.9983051704940347,0.9823601892083895,1.0,0.26148562547971266,0.9995166684559382,1.0,1.0,0.07720052447177923,inside_convoy_envelope,inside,True,0.08918523043394089,0.7178706526756287,2.968291759490967,1.107508897781372,vae_candidate_pool_v1,belief_limited_heuristic_v1,3
VAE000766,vae_candidate_000766,1.0378987922646217,-143.002197265625,-2080.208984375,1931.7673171124488,1.474763867200964,-0.04681677644313459,5.033877404025962,42,8062.854319632497,2295.3569440113406,2.269395798329722,1.6200120099456952,2689.236325457203,0.06777484137348799,0.9594025008492774,0.9988520822267147,0.9987891527034617,1.0,0.28367447479121527,0.9847210819774889,1.0,1.0,0.08032427349894838,inside_convoy_envelope,inside,True,0.09809483587741852,0.8582721948623657,2.0946741104125977,1.1107302904129028,vae_candidate_pool_v1,belief_limited_heuristic_v1,4
VAE000459,vae_candidate_000459,1.0356146557140107,-42.739776611328125,2334.523193359375,2323.660735880805,-1.5446859656907375,0.04154259608867583,5.399388585247507,42,8356.468525511846,2450.681227024551,2.0508773308297177,-1.5553640918103797,2579.3432805056827,0.37498160270593583,0.9988989651387528,0.9652571800891345,0.9998809254248922,0.9920551078868011,0.2563596663537147,0.9383207330574376,1.0,1.0,0.07467387564657874,inside_convoy_envelope,inside,True,0.06524772197008133,0.8879015445709229,1.5191993713378906,1.1451621055603027,vae_candidate_pool_v1,belief_limited_heuristic_v1,5
VAE000974,vae_candidate_000974,1.0351161831592215,-349.06597900390625,-2042.09326171875,2156.1118446154815,1.4206040642518518,0.03524924927227636,5.217253832086461,42,8293.316177186172,2408.0174589938074,2.1031073255504573,1.7562378386102175,3895.857585755096,0.260782238466158,0.9888188518325532,0.9830942920964364,0.9828549402617314,1.0,0.26288841569380716,0.9445969948499409,1.0,1.0,0.0765210249112284,inside_convoy_envelope,inside,True,0.06643244624137878,1.08815598487854,1.5101289749145508,1.1248730421066284,vae_candidate_pool_v1,belief_limited_heuristic_v1,6
VAE000977,vae_candidate_000977,1.0332515328814798,266.3055725097656,2096.375,2133.9239794057776,-1.6721398311350046,0.016205102575743775,4.9802533212062645,42,8089.1155291869845,2373.0818308237117,2.187940654695279,-1.4532477198790448,3305.381449214386,0.035915356656707864,0.9867060835417284,0.9996775564516305,0.9930991141820851,1.0,0.2734925818369099,0.8661120412986721,1.0,1.0,0.07723558234717387,inside_convoy_envelope,inside,True,0.12035196274518967,0.7821057438850403,1.5063632726669312,1.8712807893753052,vae_candidate_pool_v1,belief_limited_heuristic_v1,7
VAE000317,vae_candidate_000317,1.0330971985604074,-0.08697509765625,-2315.433349609375,2457.4246845306507,1.5287667996785843,-0.035236621190975335,5.073668877759513,42,8335.198800025624,2255.861421601446,2.233679768623762,1.577589232720234,2312.4291609262054,0.21813294877552966,0.9993768304713565,0.988151597024268,0.9999769283032625,0.8893958311254636,0.27920997107797024,0.9485628840759255,1.0,1.0,0.07670337047837553,inside_convoy_envelope,inside,True,0.0672127902507782,1.0784037113189697,1.524864673614502,1.1356093883514404,vae_candidate_pool_v1,belief_limited_heuristic_v1,8
VAE000142,vae_candidate_000142,1.0329868204185717,223.7881622314453,1955.8724365234375,2095.3032211937134,-1.667256944492863,-0.002602296422132583,5.297440769406052,42,8377.934955114417,2331.74340245626,2.1499657899869473,-1.4769380055190626,3106.6652201019506,0.3059017551602823,0.9826029878152752,0.9767878869339433,0.9955985403665532,1.0,0.2687457237483684,0.9316612025745132,1.0,1.0,0.07809441451784647,inside_convoy_envelope,inside,True,0.0640486553311348,2.132685899734497,2.9419219493865967,1.1710602045059204,vae_candidate_pool_v1,belief_limited_heuristic_v1,9
VAE000995,vae_candidate_000995,1.0327317458470253,551.3719482421875,2318.94140625,2512.101160013336,-1.7922686299986572,-0.05916218268424346,5.144964986077465,42,8256.230209401583,2225.029970811106,2.2862916553156714,-1.4084862062753793,3529.9790614803906,0.07160825181457221,0.9976272673913651,0.9987186122605441,0.9868566051993157,1.0,0.2857864569144589,0.8364401723913041,1.0,1.0,0.07693832373491159,inside_convoy_envelope,inside,True,0.12414625287055969,1.7994318008422852,1.5161569118499756,1.8145631551742554,vae_candidate_pool_v1,belief_limited_heuristic_v1,10
