profile_id,name,belief_score,u_pos_x,u_pos_y,estimated_range_m,estimated_bearing_rad,estimated_convoy_heading_rad,estimated_convoy_speed_mps,estimated_contact_count,estimated_formation_width_m,estimated_formation_depth_m,estimated_contact_density_per_km2,estimated_aspect_rad,projected_target_span_m,bearing_alignment_error_rad,range_score,bearing_alignment_score,aspect_score,formation_span_score,contact_density_score,spread_score,contact_score,inside_score,uncertainty_score,spawn_region,approach_side,inside_convoy_envelope,spread_rad,launch_delay_s,salvo_interval_s,u_boat_initial_speed_mps,candidate_source_label,selector_method,belief_rank
VAE000281,vae_candidate_000281,1.0412572529360395,15.973388671875,2474.280517578125,2453.0196597758904,-1.5205483931708792,-0.047543450676536404,4.665500099122103,42,7924.599722334641,2524.305193303485,2.099568724025357,-1.6685877110954503,3285.9676427185213,0.1742814923299809,0.999468745263575,0.9924256913711529,0.9952222319442324,1.0,0.26244609050316964,0.991349386679414,1.0,1.0,0.11994322045178372,inside_convoy_envelope,inside,True,0.07913228869438171,0.7572708129882812,2.9591245651245117,1.5363452434539795,vae_candidate_pool_v1,belief_limited_heuristic_v1,1
VAE001091,vae_candidate_001091,1.0376410525809578,261.50244140625,2069.8974609375,2179.4927948356312,-1.7321870832411623,-0.022093393696034247,4.948117079954097,42,7817.068440669022,2198.0839872330703,2.444337066502705,-1.431498964044665,3262.1718905982075,0.21436945648679107,0.9908505391877808,0.988555362409645,0.9903137999605018,1.0,0.30554213331283814,0.994881060399858,1.0,1.0,0.13053948317010483,inside_convoy_envelope,inside,True,0.09351810812950134,0.8803181052207947,2.317575693130493,1.786739706993103,vae_candidate_pool_v1,belief_limited_heuristic_v1,2
VAE000459,vae_candidate_000459,1.0294147167119028,-42.739776611328125,2334.523193359375,2318.0339066574697,-1.5400031487982606,0.07121587900915856,5.665647642079178,43,8441.839536397516,2462.4369656758386,2.068551037400636,-1.530373625782374,2801.574466961496,0.370298785813459,0.9987307795908348,0.9661096292154157,0.9991831138628198,1.0,0.2585688796750795,0.9383207330574376,1.0,1.0,0.12219376354175487,inside_convoy_envelope,inside,True,0.06524772197008133,0.8879015445709229,1.5191993713378906,1.1451621055603027,vae_candidate_pool_v1,belief_limited_heuristic_v1,3
VAE000270,vae_candidate_000270,1.0282295660409893,-244.95556640625,2109.7021484375,1973.0770491683752,-1.384096437040115,-0.048122863681710606,4.669566453802377,42,8146.881437692373,2462.4628682176976,2.0935734588728865,-1.8056190802313887,4290.421893605543,0.05569423902522331,0.9661324984301664,0.9992247383612645,0.9725555966750232,1.0,0.2616966823591108,0.9995166684559382,1.0,1.0,0.12642658917953942,inside_convoy_envelope,inside,True,0.08918523043394089,0.7178706526756287,2.968291759490967,1.107508897781372,vae_candidate_pool_v1,belief_limited_heuristic_v1,4
VAE000142,vae_candidate_000142,1.0281788466358037,223.7881622314453,1955.8724365234375,2158.6380472253754,-1.6567794157275624,-0.0044610795807987135,5.495734615676753,42,8480.479109682143,2264.2072580620206,2.187322012141202,-1.4892743174430294,2947.267836413838,0.2954242263949816,0.9890480152055987,0.9783393583546595,0.9966789208864395,1.0,0.2734152515176502,0.9316612025745132,1.0,1.0,0.12862043016775068,inside_convoy_envelope,inside,True,0.0640486553311348,2.132685899734497,2.9419219493865967,1.1710602045059204,vae_candidate_pool_v1,belief_limited_heuristic_v1,5
VAE000974,vae_candidate_000974,1.028025294896027,-349.06597900390625,-2042.09326171875,2198.3116056663757,1.4320681781858582,0.06042728446675946,5.362089720144102,42,8328.1653094113,2391.3306856245995,2.108921024926208,1.7699517598706944,3991.7206380411226,0.2722463524001644,0.9923398472422115,0.9815846462130464,0.9802340178295015,1.0,0.263615128115776,0.9445969948499409,1.0,1.0,0.12506720191054116,inside_convoy_envelope,inside,True,0.06643244624137878,1.08815598487854,1.5101289749145508,1.1248730421066284,vae_candidate_pool_v1,belief_limited_heuristic_v1,6
VAE000784,vae_candidate_000784,1.026646534016288,-53.651702880859375,1966.689453125,1934.8279437634128,-1.5925555514808354,0.03807574999960089,5.051295109911302,43,8312.148003436125,2231.714475019014,2.318016685451315,-1.5109613521093568,2724.7810911815563,0.2684980828719201,0.9599207550184202,0.9820852088566524,0.9982104219220103,1.0,0.28975208568141436,0.9888896140808615,1.0,1.0,0.13246429853306607,inside_convoy_envelope,inside,True,0.07804236561059952,1.074684977531433,1.5057179927825928,1.6738866567611694,vae_candidate_pool_v1,belief_limited_heuristic_v1,7
VAE000977,vae_candidate_000977,1.0266438400508777,266.3055725097656,2096.375,2144.275019116339,-1.657133115788559,0.02778017584413218,4.9670888686771075,42,7960.604143012764,2333.10463867444,2.261356558556167,-1.456679361957102,3224.399024091791,0.020908641310262155,0.9877140422628458,0.9998907111612219,0.9934957223613344,1.0,0.28266956981952085,0.8661120412986721,1.0,1.0,0.1272458500759435,inside_convoy_envelope,inside,True,0.12035196274518967,0.7821057438850403,1.5063632726669312,1.8712807893753052,vae_candidate_pool_v1,belief_limited_heuristic_v1,8
VAE001110,vae_candidate_001110,1.0250907684239334,-360.17218017578125,-2530.086669921875,2494.5271973043505,1.4854791037686275,-0.02219085278774868,5.563757049097882,42,8215.71569658613,2597.417351908572,1.9681679289123428,1.633922697033417,3110.52772504836,0.06804649248748573,0.9983123159075802,0.9988428653109136,0.9980081922580307,1.0,0.24602099111404285,0.816830767214282,1.0,1.0,0.11799604936537011,inside_convoy_envelope,inside,True,0.04801368713378906,2.3045201301574707,2.5684421062469482,1.622840166091919,vae_candidate_pool_v1,belief_limited_heuristic_v1,9
VAE000995,vae_candidate_000995,1.0244529107296292,551.3719482421875,2318.94140625,2576.356846704766,-1.7850914641869278,-0.10142088460156021,5.241608310129108,41,8261.410567399042,2086.3515386534305,2.37871364828383,-1.4579220740044256,3003.596665106678,0.06443108600284275,0.9941379040891459,0.9989625177775703,0.9936364621072393,1.0,0.29733920603547875,0.8364401723913041,0.9761904761904762,1.0,0.13051255808922063,inside_convoy_envelope,inside,True,0.12414625287055969,1.7994318008422852,1.5161569118499756,1.8145631551742554,vae_candidate_pool_v1,belief_limited_heuristic_v1,10
